Machine,DebugSize,DebugRVA,MajorImageVersion,MajorOSVersion,ExportRVA,ExportSize,IatVRA,MajorLinkerVersion,MinorLinkerVersion,NumberOfSections,SizeOfStackReserve,DllCharacteristics,ResourceSize,BitcoinAddresses,Benign
1,11,7472,10,10,7376,80,0,14,10,2,9,17728,1048,0,1
4,11,11712,10,10,11616,80,0,14,10,3,9,16736,1048,0,1
1,6,7456,6,6,7376,80,0,9,0,2,9,1344,1048,0,1
4,6,7856,6,6,7776,80,0,9,0,2,9,320,1048,0,1
4,11,11824,10,10,11728,84,0,14,10,3,9,16736,1080,0,1
1,6,7600,6,6,7504,82,0,9,0,2,9,1344,1080,0,1
4,6,7984,6,6,7888,82,0,9,0,2,9,320,1080,0,1
1,6,7696,6,6,7600,82,0,9,0,2,9,1344,1064,0,1
4,6,8096,6,6,8000,82,0,9,0,2,9,320,1064,0,1
1,11,7600,10,10,7504,84,0,14,10,2,9,17728,1048,0,1
4,11,11824,10,10,11728,84,0,14,10,3,9,16736,1048,0,1
1,11,7696,10,10,7600,84,0,14,10,2,9,17728,1072,0,1
4,11,11936,10,10,11840,84,0,14,10,3,9,16736,1072,0,1
4,11,11824,10,10,11728,84,0,14,10,3,9,16736,1056,0,1
1,6,7600,6,6,7504,82,0,9,0,2,9,1344,1056,0,1
4,6,7984,6,6,7888,82,0,9,0,2,9,320,1056,0,1
1,11,8704,10,10,8608,80,0,14,10,2,9,17728,1064,0,1
4,11,12944,10,10,12848,80,0,14,10,3,9,16736,1064,0,1
1,6,8688,6,6,8608,80,0,9,0,2,9,1344,1064,0,1
4,6,9088,6,6,9008,80,0,9,0,2,9,320,1064,0,1
1,11,7808,10,10,7712,80,0,14,10,2,9,17728,1024,0,1
4,11,12064,10,10,11968,80,0,14,10,3,9,16736,1024,0,1
1,6,7792,6,6,7712,79,0,9,0,2,9,1344,1024,0,1
4,6,8208,6,6,8128,79,0,9,0,2,9,320,1024,0,1
4,11,12128,10,10,12032,80,0,14,10,3,9,16736,1024,0,1
1,6,7904,6,6,7824,79,0,9,0,2,9,1344,1024,0,1
4,6,8272,6,6,8192,79,0,9,0,2,9,320,1024,0,1
1,11,8576,10,10,8480,80,0,14,10,2,9,17728,1032,0,1
4,11,12864,10,10,12768,80,0,14,10,3,9,16736,1032,0,1
1,6,8560,6,6,8480,80,0,9,0,2,9,1344,1032,0,1
4,6,9008,6,6,8928,80,0,9,0,2,9,320,1032,0,1
1,11,8464,10,10,8368,80,0,14,10,2,9,17728,1048,0,1
4,11,12752,10,10,12656,80,0,14,10,3,9,16736,1048,0,1
1,6,8448,6,6,8368,80,0,9,0,2,9,1344,1048,0,1
4,6,8896,6,6,8816,80,0,9,0,2,9,320,1048,0,1
4,11,12048,10,10,11952,80,0,14,10,3,9,16736,1024,0,1
1,6,7776,6,6,7696,79,0,9,0,2,9,1344,1024,0,1
4,6,8192,6,6,8112,79,0,9,0,2,9,320,1024,0,1
1,11,7616,10,10,7504,112,0,14,10,2,9,1344,1040,0,1
4,11,11872,10,10,11760,112,0,14,10,3,9,352,1040,0,1
1,6,7616,6,6,7504,112,0,9,0,2,9,1344,1040,0,1
4,6,8032,6,6,7920,112,0,9,0,2,9,320,1040,0,1
1,11,8208,10,10,8096,112,0,14,10,2,9,1344,1040,0,1
4,11,12464,10,10,12352,112,0,14,10,3,9,352,1040,0,1
1,6,8208,6,6,8096,112,0,9,0,2,9,1344,1040,0,1
4,6,8624,6,6,8512,112,0,9,0,2,9,320,1040,0,1
1,11,8176,10,10,8048,128,0,14,10,2,9,1344,1040,0,1
4,11,12432,10,10,12304,128,0,14,10,3,9,352,1040,0,1
1,6,8176,6,6,8048,113,0,9,0,2,9,1344,1040,0,1
4,6,8592,6,6,8464,113,0,9,0,2,9,320,1040,0,1
1,10,24912,0,6,28480,1930,24576,12,0,4,12,320,1608,0,1
1,11,4928,10,10,25936,988,32768,14,10,5,9,16704,1631344,0,1
4,11,30672,10,10,34896,988,28984,14,10,6,9,16736,1631344,0,1
1,6,4512,6,6,81088,851,4096,9,0,3,9,320,716576,0,1
4,6,4928,6,6,29744,851,4096,9,0,4,9,320,716576,0,1
4,6,4560,6,6,13472,113,4096,9,0,4,9,320,91888,0,1
4,11,48080,0,5,59136,5848,40960,14,0,6,12,352,1032,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,79968,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,63264,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,73904,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,83928,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,65336,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,488872,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,76792,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,68608,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,91328,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,78216,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,1208,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,54544,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,175024,0,1
4,10,4096,10,10,0,0,0,14,10,1,9,352,73944,0,1
4,0,0,6,6,0,0,0,9,0,0,9,64,79448,0,1
4,6,5760,6,6,405968,151,4096,9,0,4,9,320,1072,0,1
4,6,5104,6,6,64400,111,4096,9,0,4,9,320,2040,0,1
4,6,6096,6,6,404048,76,4096,9,0,4,9,320,1280,0,1
4,6,65656,0,4,45056,93,49880,2,29,11,18,0,0,0,1
1,6,53366,1,4,32768,93,37264,2,29,10,18,0,0,0,1
4,11,201168,10,10,239760,192,186016,14,12,5,9,16736,1040,0,1
1,11,15600,10,10,183472,189,192512,14,12,4,9,16704,1040,0,1
4,6,4800,6,6,54768,106,4096,9,0,4,9,320,1040,0,1
4,10,374144,0,6,493744,165,372736,12,0,9,12,352,13176,0,1
4,6,5168,6,6,82384,170,4096,8,0,7,9,320,13416,0,1
1,10,129144,0,4,0,0,8192,48,0,2,12,34144,2036,0,1
4,0,0,6,6,0,0,0,9,0,0,9,320,38688,0,1
1,0,0,6,6,0,0,0,9,0,0,9,1344,38688,0,1
1,11,92532,0,6,114688,213,94208,14,10,4,12,320,37168,0,1
1,6,689648,0,5,810528,353368,688128,10,0,4,12,320,1188,0,1
1,10,685104,0,6,900080,194,684032,12,0,4,12,320,1512,0,1
1,11,1415900,0,6,1609728,5860,1417216,14,10,5,12,320,1208,0,1
1,11,280832,0,6,339968,113,282624,14,10,5,12,320,61584,0,1
1,11,12800,0,6,32768,185,16384,14,10,4,12,320,1216,0,1
1,11,437964,0,6,544768,134,442368,14,10,6,12,320,1224,0,1
1,11,83236,0,6,159744,96,147456,14,10,6,12,320,1224,0,1
1,11,267636,0,6,323584,88,270336,14,10,5,12,320,19288,0,1
1,11,7364,0,6,12288,78,8192,14,10,4,12,320,187028,0,1
1,6,41520,0,4,0,0,40960,8,0,5,12,64,1724,0,1
1,6,37392,0,5,0,0,36864,10,0,5,12,320,1216,0,1
1,6,41520,0,4,0,0,40960,8,0,5,12,0,1720,0,1
4,6,50240,0,4,0,0,49152,8,0,7,12,0,1720,0,1
1,6,70116,0,4,0,0,8192,8,0,2,12,1024,1168,0,1
1,10,336404,0,4,0,0,8192,48,0,2,12,34144,28596,0,1
4,10,1100104,0,5,0,0,0,11,0,3,0,33088,1218,0,1
1,10,867412,0,5,0,0,0,11,0,3,0,34112,1218,0,1
1,0,0,0,4,0,0,8192,11,0,2,12,34112,1264,0,1
4,6,4512,8,5,21328,89,4096,8,0,4,12,0,1580,0,1
4,6,331600,0,6,0,0,86016,14,0,6,12,33120,1008,0,1
4,6,299123,0,4,0,0,280396,2,29,10,18,0,1256,0,1
1,6,20624,0,4,0,0,20480,8,0,4,12,1088,1656,0,1
1,0,0,0,4,0,0,8192,8,0,3,12,1024,1656,0,1
1,0,0,0,4,0,0,8192,10,0,3,12,1344,1156,0,1
4,6,24864,0,4,0,0,24576,8,0,6,12,0,1652,0,1
1,6,20624,0,4,0,0,20480,8,0,4,12,1024,1652,0,1
1,6,1052632,0,4,0,0,8192,8,0,2,12,1344,1184,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1196,0,1
1,6,1512312,0,4,0,0,8192,8,0,2,12,1344,1200,0,1
1,6,1512312,0,4,0,0,8192,8,0,2,12,1344,110728,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,1344,1188,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1184,0,1
1,6,840344,0,4,0,0,8192,8,0,2,12,1344,1192,0,1
1,6,840344,0,4,0,0,8192,8,0,2,12,1344,124632,0,1
1,10,757008,6,6,1106976,185,753664,11,0,5,9,320,7760,0,1
1,11,55920,10,6,457632,226,471040,14,10,4,12,320,8160,0,1
4,11,508832,10,6,582560,228,425984,14,10,5,12,352,8160,0,1
1,6,819140,0,4,0,0,8192,8,0,2,12,34112,1000,0,1
1,6,50164,0,4,0,0,8192,8,0,2,12,34112,1208,0,1
1,10,244960,21315,6,237880,160,4096,8,0,3,9,320,1080,0,1
4,10,341844,21315,6,333272,160,4096,8,0,4,9,64,1080,0,1
4,6,5376,6,6,0,0,4096,9,0,4,11,33088,3400,0,1
1,6,120796,0,4,0,0,8192,8,0,2,12,34112,1088,0,1
1,11,4896,10,10,62592,101,69632,14,10,4,9,16704,13808,0,1
4,11,76528,10,10,79168,104,74000,14,10,5,9,16736,13808,0,1
1,6,5040,6,6,105392,101,4096,9,0,3,9,320,13744,0,1
4,6,5984,6,6,123968,101,4096,9,0,4,9,320,13744,0,1
4,10,3047888,0,5,0,0,0,11,0,3,0,33088,1112,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,1024,1076,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1112,0,1
1,6,966048,0,4,0,0,8192,8,0,2,12,1024,1072,0,1
4,6,192628,0,5,0,0,0,8,0,5,0,64,1112,0,1
1,10,149156,0,5,0,0,0,11,0,3,0,34112,1140,0,1
4,10,172568,0,5,0,0,0,11,0,3,0,33088,1140,0,1
1,6,143080,0,5,0,0,0,8,0,4,0,1088,1112,0,1
4,6,1302568,0,5,0,0,0,8,0,5,0,64,1100,0,1
1,11,4320,10,10,7616,107,12288,14,10,4,9,16704,1056,0,1
4,11,8800,10,10,9712,108,8464,14,10,5,9,16736,1056,0,1
1,6,4224,6,6,7264,107,4096,9,0,3,9,320,1056,0,1
4,6,4336,6,6,8416,107,4096,9,0,4,9,320,1056,0,1
4,6,6320,8,5,86064,291,4096,8,0,4,12,64,2364,0,1
1,6,5392,8,5,82384,291,4096,8,0,3,12,64,2364,0,1
4,6,6320,8,5,86064,291,4096,8,0,4,12,0,2360,0,1
1,6,5392,8,5,82384,291,4096,8,0,3,12,0,2360,0,1
4,6,4400,8,5,8032,71,4096,8,0,4,12,64,79580,0,1
1,6,4256,8,5,7376,71,4096,8,0,3,12,64,79580,0,1
4,6,4400,8,5,8032,71,4096,8,0,4,12,0,79576,0,1
1,6,4256,8,5,7376,71,4096,8,0,3,12,0,79576,0,1
4,11,1291744,10,6,1541200,209,1105920,12,10,5,12,16736,1136,0,1
4,11,326736,10,10,345680,3712,281664,14,10,6,9,16736,1864,0,1
1,11,54624,10,10,292048,3711,315392,14,10,5,9,16704,1864,0,1
4,10,291092,8,5,295968,3711,294912,9,0,5,12,320,1920,0,1
1,10,265984,8,5,4712,3711,4096,9,0,3,12,320,1920,0,1
1,11,15296,10,10,99744,56,106496,14,10,4,12,49472,34000,0,1
4,11,104016,10,10,121376,56,99992,14,10,5,12,49504,34000,0,1
1,6,4960,6,6,99664,56,4096,9,0,3,12,33088,32216,0,1
1,6,4096,10,6,0,0,0,12,10,1,12,1344,187360,0,1
4,6,4096,10,6,0,0,0,12,10,1,12,352,187360,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1100,0,1
1,6,2873772,0,4,0,0,8192,8,0,2,12,1344,1112,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1248,0,1
1,6,80988,0,4,0,0,8192,8,0,2,12,34112,1248,0,1
1,6,52764,0,4,0,0,8192,8,0,2,12,1344,1264,0,1
1,6,375220,0,4,0,0,8192,8,0,2,12,1344,1200,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,1344,1192,0,1
1,0,0,0,4,0,0,8192,8,0,2,12,34112,1188,0,1
1,6,375220,0,4,0,0,8192,8,0,2,12,1344,1192,0,1
4,10,145124,0,5,0,0,0,11,0,3,0,33088,1092,0,1
1,10,118624,0,5,0,0,0,11,0,3,0,34112,1092,0,1
4,6,5424,6,6,0,0,4096,9,0,4,11,33088,2040,0,1
4,11,723120,10,10,745952,440,655944,14,10,5,9,16736,49992,0,1
1,11,93664,10,10,623328,437,634880,14,10,4,9,16704,49992,0,1
4,11,722944,10,10,745776,440,655896,14,10,5,9,16736,49992,0,1
4,6,5952,6,6,863856,437,4096,9,0,4,9,64,49992,0,1
1,6,389872,502,4,1239632,26942,389120,10,0,4,12,448,904,1,1
4,6,431600,502,5,1417728,26314,430080,10,0,7,12,448,904,1,1
1,6,37152,502,4,98096,78,36864,10,0,4,12,448,976,0,1
4,6,37424,502,5,102976,78,36864,10,0,5,12,448,976,0,1
1,6,631328,502,4,702240,24178,630784,10,0,4,12,448,1072,0,1
4,6,726080,502,5,813856,22388,724992,10,0,5,12,448,1072,0,1
4,6,132096,502,5,157232,8372,131072,10,0,5,12,448,888,0,1
4,6,20736,502,5,78160,82,20480,10,0,5,12,448,960,0,1
1,6,1319632,502,4,1409632,18784,1318912,10,0,4,12,448,1064,0,1
4,6,1516944,502,5,1631840,17593,1515520,10,0,5,12,448,1064,0,1
1,6,45344,502,4,64896,84,45056,10,0,4,12,448,1088,0,1
4,6,49728,502,5,72384,84,49152,10,0,5,12,448,1088,0,1
4,6,46368,502,5,99488,387,45056,10,0,5,12,448,952,0,1
1,6,33136,502,5,117520,230,32768,10,0,5,12,448,294088,0,1
4,6,29728,502,5,386752,230,28672,10,0,6,12,448,294072,0,1
4,6,8512,502,5,10224,87,8192,10,0,5,12,448,984,0,1
1,6,8352,502,5,9744,87,8192,10,0,4,12,448,984,0,1
4,6,33152,502,5,35552,91,32768,10,0,5,12,448,1000,0,1
1,6,8384,502,5,10320,91,8192,10,0,4,12,448,1000,0,1
4,6,9056,0,6,0,0,8192,14,0,6,12,33120,736,0,1
1,11,5152,10,10,16096,165,20480,14,10,4,9,16704,1456,0,1
4,11,18400,10,10,20624,168,17056,14,10,5,9,16736,1456,0,1
4,6,4592,6,6,20992,165,4096,9,0,4,9,320,1456,0,1
1,6,4352,6,6,16928,165,4096,9,0,3,9,320,1456,0,1
1,11,215568,6,6,219600,258,188416,12,10,4,12,320,1648,0,1
1,11,158464,6,6,162128,1083,135168,12,10,4,12,320,1672,0,1
1,11,158464,6,6,162112,1083,135168,12,10,4,12,320,1696,0,1
1,11,215568,6,6,219584,258,188416,12,10,4,12,320,1672,0,1
4,11,9024,10,10,10384,92,8464,14,10,6,9,16736,1040,0,1
4,6,4432,6,6,11088,92,4096,9,0,4,9,320,1040,0,1
1,6,4256,6,6,9216,92,4096,9,0,3,9,320,1040,0,1
1,6,4720,6,6,159168,181,4096,9,0,3,9,320,33792,0,1
4,6,5344,6,6,162208,181,4096,9,0,4,9,320,33792,0,1
1,11,33808,21315,10,635584,189,659456,14,10,6,9,16704,1784,0,1
4,11,559728,21315,10,694560,192,551144,14,10,7,9,16736,1784,0,1
4,10,1009520,21315,6,1001608,189,4096,9,0,6,9,320,1784,0,1
1,10,871336,21315,6,865568,189,4096,9,0,6,9,320,1784,0,1
4,11,585184,10,10,702240,192,582888,14,10,5,9,16736,1096,0,1
4,6,5120,6,6,1071424,189,4096,9,0,5,9,320,1096,0,1
1,6,4624,6,6,1182560,189,4096,9,0,5,9,320,1096,0,1
4,11,482544,10,10,547120,204,407312,14,10,6,9,16736,31992,0,1
4,6,5664,6,6,448112,202,4096,9,0,4,9,64,15488,0,1
4,6,5536,6,6,0,0,4096,9,0,4,11,32832,14112,0,1
4,11,467136,10,10,0,0,414328,14,10,6,11,49504,15408,0,1
1,6,4816,6,6,0,0,4096,9,0,3,9,33088,14112,0,1
1,11,13456,10,10,50064,232,57344,14,10,4,9,16704,4144,0,1
5,11,13680,10,10,71392,235,81920,14,10,5,9,16736,4144,0,1
1,6,4528,6,6,54736,550,4096,9,0,3,9,320,1376,0,1
4,11,41632,10,10,0,0,29328,14,10,5,11,49504,1056,0,1
1,11,15072,10,10,0,0,57344,14,10,4,9,49472,1056,0,1
1,11,5568,10,10,47072,550,53248,14,10,5,9,16704,1376,0,1
4,6,4944,6,6,74512,550,4096,9,0,4,9,320,1376,0,1
5,11,16064,10,10,0,0,73728,14,10,5,11,49504,1056,0,1
4,11,23648,10,10,24720,488,20784,14,10,5,9,16736,2120,0,1
1,11,25472,10,10,149952,55,180224,14,10,4,9,16704,50456,0,1
4,11,163504,10,10,169584,56,141536,14,10,5,9,16736,50456,0,1
1,11,8528,10,10,45200,50,57344,14,10,4,9,17728,24280,0,1
4,11,62544,10,10,64384,52,57760,14,10,5,9,16736,24280,0,1
1,11,5216,10,10,14848,55,20480,14,10,4,9,17728,11128,0,1
4,11,17904,10,10,18864,56,16656,14,10,5,9,16736,11128,0,1
1,11,9776,10,10,41984,50,86016,14,10,4,9,16704,6656,0,1
4,11,51424,10,10,52880,52,45328,14,10,5,9,16736,6656,0,1
1,6,8224,6,4,8384,201,8192,6,0,4,12,0,1480,0,1
1,11,37072,10,10,185392,281,200704,14,10,4,9,17728,103008,0,1
4,11,262960,10,10,280288,284,235008,14,10,5,9,16736,103008,0,1
1,11,130864,10,10,545392,233,720896,14,10,4,9,16704,1112,0,1
1,0,0,8,10,369716,160,0,9,0,2,0,0,764,0,0
1,0,0,0,5,0,0,245760,9,0,6,12,32768,45920,0,0
1,6,12336,0,4,0,0,28672,9,0,7,12,0,96304,0,0
1,0,0,0,4,0,0,0,6,0,6,12,0,127600,0,0
1,0,0,7,4,0,0,40960,6,0,3,12,0,21040,0,0
1,0,0,0,5,0,0,122880,7,0,4,12,32768,195384,0,0
1,6,40992,0,4,48896,267,40960,8,0,5,12,0,0,0,0
1,0,0,0,4,0,0,8192,5,12,3,12,0,1151676,0,0
1,0,0,0,4,0,0,8192,5,12,3,12,0,182760,0,0
1,0,0,0,4,0,0,0,8,0,4,12,0,1047800,0,0
1,0,0,5,4,0,0,4096,6,0,2,12,0,423596,1,0
1,0,0,10,7,424460,64,0,7,0,2,0,0,2360,0,0
1,0,0,0,4,0,0,8192,5,12,3,12,0,305468,0,0
1,6,41120,0,4,42064,55,40960,8,0,5,12,0,0,0,0
1,0,0,7,9,0,0,0,9,0,7,12,0,13996,0,0
1,6,36576,0,5,0,0,65536,9,0,4,12,33088,37232,0,0
1,0,0,0,4,212992,90,0,6,0,8,12,0,28256,0,0
1,0,0,0,4,0,0,0,5,0,5,12,0,0,0,0
1,0,67856,0,5,0,0,61440,9,0,4,12,32768,97848,0,0
1,6,24752,0,4,32320,99,24576,8,0,5,12,64,7357,0,0
1,0,0,0,4,0,0,507904,6,0,3,12,0,59363,0,0
1,0,0,0,4,0,0,0,6,0,3,12,0,1076432,0,0
1,0,0,5,5,416384,144,315392,11,0,4,12,64,16,0,0
1,0,0,0,4,0,0,290816,6,0,3,12,0,2984,0,0
1,0,0,0,5,0,0,24576,9,0,10,12,0,3112,0,0
1,0,0,7,7,335872,66,0,5,0,9,0,0,50112,0,0
1,0,0,0,5,0,0,245760,9,0,3,23,32768,7672,0,0
1,0,0,0,5,45619,132,62325,26,18,7,12,0,1658,0,0
1,0,0,0,4,0,0,0,6,0,2,12,0,54896,0,0
1,0,0,0,4,0,0,52428,2,50,4,12,0,230928,0,0
1,6,4624,0,4,86192,4239,131588,8,0,4,12,0,0,0,0
1,0,0,0,4,0,0,0,6,0,5,12,0,536,0,0
1,0,0,0,4,110592,81,0,2,25,6,0,1,3584,0,0
1,0,0,0,4,42108,64,0,6,0,2,12,0,900,0,0
1,0,0,10,8,373392,128,0,7,0,2,0,0,448,0,0
1,0,0,0,1,0,0,0,2,25,2,6,0,0,0,0
1,0,0,0,4,0,0,8192,6,0,3,12,0,81112,0,0
1,6,57344,0,4,57648,527,69812,8,0,7,12,64,77145,0,0
1,0,0,0,4,0,0,36864,9,0,4,12,0,393000,0,0
1,0,0,0,5,0,0,4096,9,0,3,12,32768,976,0,0
1,0,0,0,4,0,0,8192,5,12,3,12,0,336664,0,0
1,0,0,1,4,0,0,4096,6,0,3,12,0,45056,0,0
1,0,0,0,4,22672,104,4096,8,0,3,12,64,4848,0,0
1,0,0,0,5,0,0,221184,9,0,3,12,32768,41096,0,0
1,0,0,2,4,0,0,0,6,0,1,12,0,9044,0,0
1,0,0,0,4,0,0,32768,7,0,3,12,0,172844,0,0
1,6,54224,0,4,0,0,53248,7,10,4,12,0,30596,0,0
1,0,0,0,4,0,0,8192,8,0,2,12,34112,183128,0,0
1,0,0,1,4,0,0,4096,6,0,2,12,0,1387240,0,0
1,0,0,0,4,210400,77,208896,8,0,6,12,0,0,0,0
1,0,0,0,4,0,0,0,5,12,3,12,0,1160,0,0
1,0,0,1,4,0,0,422336,2,24,9,18,0,1408,0,0
1,0,0,9,10,0,0,0,8,0,2,12,0,2356,0,0
1,0,0,0,5,0,0,0,10,0,3,12,32768,7172,0,0
1,0,0,5,7,407232,128,0,5,0,2,0,0,1528,0,0
1,0,0,0,4,0,0,102400,6,0,3,12,0,1016,0,0
1,0,0,0,5,0,0,86016,10,0,3,12,33024,3992,0,0
1,6,4096,0,4,4416,349,561716,7,10,5,12,0,11680,0,0
1,0,0,0,4,0,0,238148,2,50,12,12,0,576,0,0
1,0,0,0,5,0,0,163840,9,0,3,12,32768,97484,0,0
1,0,0,0,4,0,0,8192,6,0,3,12,0,187196,0,0
1,6,86016,0,13,36864,4878,86044,41,34,10,12,0,2774,0,0
1,0,0,0,4,15328,70,4096,8,0,3,12,0,1312,0,0
1,6,202464,0,4,0,0,200704,6,0,4,12,0,105856,0,0
1,0,0,9,10,313792,68,0,7,0,2,0,0,2292,0,0
1,0,0,8,5,0,0,0,8,0,2,12,0,4432,0,0
1,0,0,7,5,255500,128,255296,5,4,2,0,0,5340,0,0
1,0,0,0,5,0,0,4096,9,0,2,12,32768,104844,0,0
1,0,0,0,4,0,0,110592,6,0,3,12,0,22472,0,0
1,6,41360,0,4,0,0,40960,7,10,3,12,0,2144,0,0
1,0,0,0,5,0,0,0,9,0,4,12,33088,238756,0,0
1,0,0,0,4,0,0,8192,5,12,3,12,0,100376,0,0
1,6,4144,0,5,0,0,4096,10,0,4,12,33280,3460,0,0
1,0,0,0,4,0,0,36864,6,0,3,12,0,9976,0,0
1,0,0,7,5,0,0,0,5,0,2,12,0,3840,0,0
1,0,0,0,4,0,0,106496,6,0,3,12,0,1424,0,0
1,6,4160,0,4,21808,117,4096,8,0,3,12,64,1036,0,0
1,0,0,0,5,0,0,208896,9,0,4,12,32768,13528,0,0
1,0,0,0,5,0,0,4096,9,0,2,12,32768,105252,0,0
1,0,0,6,1,0,0,0,2,25,7,12,32768,91612,0,0
1,0,0,1,4,0,0,0,2,4,6,18,0,16384,0,0
1,0,0,0,4,0,0,94208,5,12,4,12,0,9072,0,0
1,6,4096,0,5,0,0,65536,6,0,4,12,320,25872,0,0
1,0,0,0,4,0,0,163840,6,0,3,12,0,34128,0,0
1,0,0,0,4,19536,84,4096,8,0,2,12,0,0,0,0
1,0,0,7,8,382080,100,0,9,0,2,0,0,840,0,0
1,6,4304,0,4,0,0,4096,8,0,2,12,0,42308,0,0
1,0,0,0,4,0,0,176084,2,50,6,12,0,49852,0,0
1,0,0,0,1,0,0,0,2,25,4,12,0,1513,0,0
1,0,0,0,4,17424,109,4096,8,0,3,12,0,920,0,0
1,0,0,0,5,0,0,12288,8,0,3,12,0,52736,0,0
1,0,0,0,4,217840,229,172032,8,0,7,12,0,1008,0,0
1,0,0,0,4,0,0,376832,6,0,3,12,0,209296,0,0
1,0,0,0,4,0,0,487672,8,0,12,12,33088,0,0,0
1,0,0,0,4,0,0,15060,2,50,6,12,0,1636,0,0
1,0,0,0,4,0,0,8192,6,0,3,12,0,10536,0,0
1,0,0,0,4,0,0,0,6,0,3,12,0,1154480,0,0
1,0,0,0,4,0,0,0,2,25,2,12,0,240,0,0
1,0,0,0,4,0,0,0,5,0,7,12,0,4096,0,0
1,0,0,0,4,0,0,106496,6,0,4,12,0,24240,0,0
1,0,0,0,5,0,0,229376,9,0,9,12,0,912,0,0
1,0,0,0,1,0,0,0,2,18,6,12,0,8704,0,0
1,0,0,6,6,258048,80,0,8,0,10,0,0,42220,0,0
1,0,0,0,4,32848,85,66636,6,0,5,12,0,343960,0,0
1,0,0,0,4,0,0,0,8,0,4,12,0,444920,0,0
1,0,0,5,8,309984,68,0,6,0,2,0,0,2580,0,0
1,0,0,0,4,0,0,94208,8,0,3,12,0,2408,0,0
1,0,0,1,4,0,0,4096,6,0,2,12,0,3892,0,0
1,0,0,0,4,0,0,69192,2,50,7,12,0,2364,0,0
1,0,0,0,4,0,0,8192,5,12,3,12,0,881432,0,0
1,0,0,0,4,112016,212,102400,3,10,4,12,0,22608,0,0
1,0,0,4,4,0,0,8192,5,12,2,12,0,0,0,0
1,0,0,6,5,0,0,0,8,0,9,12,0,61500,0,0
1,1,0,0,4,0,0,45056,1,0,3,12,0,1528308,0,0
1,6,28672,0,4,51888,450,86116,8,0,8,12,64,55144,0,0
1,0,0,6,5,363216,100,0,6,0,2,0,0,2460,0,0
1,6,78528,0,5,84864,51,77824,9,0,4,12,34048,13552,0,0
1,0,0,0,4,76272,129,53248,8,0,6,12,0,56912,0,0
1,6,24576,0,4,0,0,8192,8,0,3,12,34112,392892,0,0
1,0,0,0,4,0,0,8192,5,12,3,12,0,2032128,0,0
1,0,0,0,4,0,0,36864,9,0,4,12,0,51728,0,0
1,0,0,0,5,129984,132,264584,14,14,5,12,0,676,0,0
1,0,0,0,5,0,0,192512,9,0,3,12,32768,372556,0,0
1,6,41040,0,4,45856,121,40960,8,0,4,12,0,0,0,0
1,0,0,0,5,0,0,0,26,177,3,12,0,0,0,0
1,0,0,0,5,0,0,0,66,80,3,12,0,0,0,0
1,6,90112,0,13,81980,4258,81920,42,35,8,12,0,5130,0,0
1,0,0,5,5,431792,144,385024,11,0,4,12,64,16,0,0
1,0,0,5,5,427408,144,352256,11,0,4,12,64,16,0,0
1,0,0,0,4,0,0,0,2,0,11,12,0,621080,0,0
1,0,0,0,4,0,0,40960,6,0,3,12,0,0,0,0
1,0,0,0,5,0,0,61440,7,0,3,12,32768,231816,0,0
1,6,32768,0,5,40960,5883,36864,13,0,12,12,0,127768,0,0
1,0,0,0,4,0,0,110592,7,0,3,12,0,12160,0,0
1,0,0,0,4,205040,166,159744,8,0,3,12,0,0,0,0
1,0,0,5,9,417092,68,0,5,0,2,0,0,3188,0,0
1,0,0,0,4,0,0,77824,6,0,3,12,0,10136,0,0
1,0,0,0,4,0,0,28672,6,0,4,12,0,225260,0,0
1,0,0,15,4,0,0,4096,6,0,2,12,0,732508,0,0
1,0,0,0,4,0,0,0,5,12,2,12,0,68624,0,0
1,0,0,0,4,0,0,102400,6,0,3,12,0,41400,0,0
1,0,0,0,5,0,0,73728,10,0,3,12,33024,1324,0,0
1,0,0,5,5,480064,144,368640,11,0,4,12,64,16,0,0
1,0,0,0,4,0,0,0,5,12,2,12,0,1564,0,0
1,0,0,0,5,0,0,28672,9,0,4,12,32768,2840,0,0
1,0,0,0,5,0,0,98304,9,0,3,12,32768,136096,0,0
1,0,0,0,5,0,0,36864,10,0,4,12,32832,1448,0,0
